Caltrans District ID Number,Route Number,Route Suffix,County,Postmile Prefix,Postmile Number,Postmile Suffix,Description of Location,South or Westbound Peak Hour,South or Westbound Peak Month,South or Westbound Annual Average Daily Traffic (AADT),North or Eastbound Peak Hour,North or Eastbound Peak Month,North or Eastbound Annual Average Daily Traffic (AADT),Location
3,162,,Butte,,20.449,,OROVILLE QUINCY HIGHWAY,1250,12700,12400,1200,12100,11900,"(39.50525888, -121.4977991)"
3,162,,Butte,,20.49,,OAKVALE AVENUE,1200,12100,11900,1150,11300,11000,"(39.5056887, -121.4972008)"
3,162,,Butte,,21.264,,CANYON DRIVE,1150,11300,11000,810,7800,7600,"(39.51150069, -121.4853107)"
3,162,,Butte,,21.457,,HILLCREST AVENUE,810,7800,7600,590,5700,5600,"(39.512612, -121.482177)"
3,162,,Butte,,22.899,,KELLY RIDGE ROAD,590,5700,5600,520,4600,4550,"(39.50381427, -121.4605623)"
3,162,,Butte,,24.194,,FORBESTOWN ROAD,520,4600,4550,210,1900,1850,"(39.51482668, -121.4439873)"
3,162,,Butte,,24.56,,LOAFER CREEK CAMPGROUND,210,1900,1850,180,1550,1500,"(39.51861723, -121.4397626)"
3,162,,Butte,,31.07,,FOREMAN ROAD,180,1550,1500,,,,"(39.594172, -121.444841)"
3,162,,Glenn,,37.648,,COUNTY ROAD 307,,,,20,250,200,"(39.82522852, -123.1904335)"
3,162,,Glenn,,41.379,,"CO RD, CO. RD 307, MEN NTN'L FOREST E BNDRY",20,250,200,20,360,330,"(39.66221838, -122.5288021)"
3,162,,Glenn,R,45.117,,COUNTY ROAD 306 (TO ELK CREEK),20,360,330,120,720,640,"(39.61152428, -122.5255995)"
3,162,,Glenn,,45.382,,COUNTY ROAD 304 (TO STONY GORGE RESERVOIR),120,720,640,120,830,800,"(39.61292835, -122.5214555)"
3,162,,Glenn,,63.678,,COUNTY ROAD D,120,830,800,340,2700,2600,"(39.52415193, -122.2492365)"
3,162,,Glenn,,64.88,,COUNTY ROAD F,340,2700,2600,250,2550,2350,"(39.52421886, -122.226747)"
3,162,,Glenn,,65.523,,"WILLOWS, JCT. RTE. 5",820,9600,8800,860,10200,8700,"(39.52419529, -122.2147806)"
3,162,,Glenn,,66.632,,"WILLOWS, TEHAMA STREET",860,10200,8700,570,5600,5000,"(39.52417457, -122.1940799)"
3,162,,Glenn,,67.106,,"WILLOWS, FIRST STREET",570,5600,5000,290,2950,2750,"(39.52417934, -122.1852023)"
3,162,,Glenn,,67.204,,CENTRAL IRRIGATION CANAL,290,2950,2750,340,3300,3050,"(39.52417238, -122.1833664)"
3,162,,Glenn,,69.692,,COUNTY ROAD P (MULICK ROAD),340,3300,3050,300,3100,2700,"(39.52410618, -122.1366789)"
3,162,,Glenn,,73.549,,COUNTY ROAD V,300,3100,2700,230,2250,2050,"(39.52156382, -122.0652167)"
3,162,,Glenn,,76.27,,JCT. RTE. 45,230,2250,2050,270,2550,2400,"(39.52180602, -122.0204039)"
3,162,,Glenn,,77.534,,BUTTE CITY,270,2550,2400,290,2850,2700,"(39.45725941, -121.9949925)"
3,162,,Glenn,,79.069,,SACRAMENTO RIVER OVERFLOW,290,2850,2700,280,2500,2400,"(39.46434582, -121.9733909)"
3,162,,Glenn,,81.372,,COUNTY ROAD Z,280,2500,2400,150,1650,1500,"(39.46415989, -121.930136)"
3,162,,Glenn,,84.59,,GLENN/BUTTE COUNTY LINE,150,1650,1500,,,,"(39.46405993, -121.8700877)"
3,174,,Placer,,0,,"COLFAX, JCT. RTE. 80",,,,1500,15200,14000,"(39.09579386, -120.9495429)"
3,174,,Nevada,,0,,PLACER/NEVADA COUNTY LINE,,,,570,5300,5000,"(39.13122626, -120.9592143)"
3,174,,Placer,,0.14,,"COLFAX, AUBURN/CENTRAL STS",1500,15200,14000,350,5000,4950,"(39.09684329, -120.9506565)"
3,174,,Placer,,0.73,,"COLFAX, MAIN STREET",350,5000,4950,660,7100,6500,"(39.10525674, -120.9500272)"
3,174,,Placer,,1.633,,ROLLINS LAKE ROAD,660,7100,6500,570,5300,5000,"(39.11858321, -120.9506607)"
3,174,,Placer,,2.883,,PLACER/NEVADA COUNTY LINE,570,5300,5000,,,,"(39.13122626, -120.9592143)"
3,174,,Nevada,,3.35,,ROLLINS LAKE ROAD,570,5300,5000,950,8700,8100,"(39.175442, -120.975042)"
3,174,,Nevada,,5.58,,MEADOW VIEW DRIVE,950,8700,8100,690,12000,10200,"(39.19107833, -120.9936547)"
3,174,,Nevada,,6.83,,BRUNSWICK ROAD,690,12000,10200,1300,13700,13200,"(39.19831133, -121.0111427)"
3,174,,Nevada,,8.94,,EMPIRE MINE ROAD,1300,13700,13200,800,8700,8500,"(39.20797062, -121.043324)"
3,174,,Nevada,,9.634,,"GRASS VALLEY, RACE STREET",800,8700,8500,1200,13800,13300,"(39.21310875, -121.0539162)"
3,174,,Nevada,,9.81,,OPHIR STREET,1200,13800,13300,670,8000,7700,"(39.21574421, -121.0547789)"
3,174,,Nevada,,9.88,,"GRASS VALLEY, CENTRAL STREET",670,8000,7700,840,8000,7000,"(39.2158, -121.0559876)"
3,174,,Nevada,,10.17,,"GRASS VALLEY, JCT. RTE. 20",840,8000,7000,,,,"(39.21640269, -121.0609664)"
3,191,,Butte,,3.53,,DURHAM-PENTZ ROAD,,,,710,6300,5600,"(39.64731566, -121.6344644)"
3,191,,Butte,,3.925,,BUTTE COLLEGE DRIVE,710,6300,5600,580,5800,5700,"(39.65311974, -121.6327036)"
3,191,,Butte,,8.655,,"PARADISE, AIRPORT ROAD",580,5800,5700,560,5800,5700,"(39.71462233, -121.6114606)"
3,191,,Butte,,10.08,,EASY STREET,560,5800,5700,540,6000,5900,"(39.7347954, -121.6127175)"
3,191,,Butte,,11.13,,"PARADISE, BUSHMAN ROAD",540,6000,5900,920,9900,9500,"(39.7485875, -121.6077221)"
3,191,,Butte,,11.386,,"PARADISE, PEARSON ROAD",920,9900,9500,,,,"(39.75224245, -121.6077528)"
3,193,,El Dorado,,0,,"COOL, JCT. RTE. 49",,,,560,6100,5800,"(38.87773879, -121.1236502)"
3,193,,El Dorado,,0.856,,AMERICAN RIVER ROAD,560,6100,5800,750,7200,7000,"(38.89091979, -121.0012822)"
3,193,,Placer,,1.36,,MISSILE ROAD,,,,1000,9600,9200,"(38.88654392, -121.2684798)"
3,193,,El Dorado,R,2.169,,AUBURN LAKE TRAIL ROAD,750,7200,7000,410,5700,5400,"(38.89865457, -120.9802877)"
3,193,,Placer,,3,,SIERRA COLLEGE BOULEVARD,1000,9600,9200,670,6700,6500,"(38.88653879, -121.2379792)"
3,193,,Placer,,4.51,,CLARK TUNNEL ROAD,670,6700,6500,510,5100,4800,"(38.88666079, -121.2094582)"
3,193,,Placer,,6.37,,GOLD HILL ROAD,510,5100,4800,500,5400,5100,"(38.89151287, -121.1808862)"
3,193,,Placer,,9.77,,TAYLOR ROAD,500,5400,5100,1000,10700,10000,"(38.87754679, -121.1316832)"
3,193,,Placer,,10.194,,"NEWCASTLE, JCT. RTE. 80",1000,10700,10000,,,,"(38.87820704, -121.1259367)"
3,193,,Placer,,10.195,,BREAK IN ROUTE,,,,,,,"(38.87819563, -121.1259332)"
3,193,,El Dorado,,12.19,,EVERGREEN COURT ROAD,410,5700,5400,430,5800,5300,"(38.90830079, -120.8486572)"
3,193,,El Dorado,,12.699,,"GEORGETOWN, LOWER MAIN STREET",430,5800,5300,300,3950,3550,"(38.90541079, -120.8399562)"
3,193,,El Dorado,,16.105,,BLACK OAK MINE ROAD,300,3950,3550,260,2500,2200,"(38.8584295, -120.8329577)"
3,193,,El Dorado,,19.4,,GARDEN VALLEY ROAD,260,2500,2200,140,1900,1700,"(38.81624951, -120.8222651)"
3,193,,El Dorado,,26.95,,JCT. RTE. 49,300,3350,3000,,,,"(38.73762506, -120.8112703)"
3,220,,Sacramento,,0,,SOLANO/SACRAMENTO COUNTY LINE,,,,60,310,240,"(38.23651353, -121.6032501)"
3,220,,Sacramento,,0.44,,GRAND ISLAND ROAD,30,370,280,100,1400,930,"(38.230226, -121.601639)"
3,220,,Sacramento,,3.114,,"RYDE, JCT. RTE. 160",90,1400,930,,,,"(38.238174, -121.558642)"
3,244,,Sacramento,,0,,"SACRAMENTO, JCT. RTE. 80",,,,1000,9600,8900,"(38.644729, -121.383189)"
3,244,,Sacramento,,0.01,,WATT AVENUE ,1000,9600,8900,1800,16700,15700,"(38.64474639, -121.3829999)"
3,244,,Sacramento,,0.457,,"SACRAMENTO, JCT. RTE. 51",1800,16700,15700,3700,33500,32000,"(38.64650765, -121.3748278)"
3,244,,Sacramento,T,1.077,,AUBURN BOULEVARD,3700,33500,32000,,,,"(38.64371, -121.365238)"
3,267,,Placer,,0,,PLACER/NEVADA COUNTY LINE,,,,1700,19000,14100,"(39.316288, -120.1522234)"
3,267,,Nevada,M,0,,JCT. RTES. 80/89/267,,,,1550,16500,12400,"(39.337901, -120.168561)"
3,267,,Placer,,0.25,,TAHOE TRUCKEE AIRPORT ROAD,1600,15600,12100,1400,14600,10800,"(39.31462818, -120.1486187)"
3,267,,Nevada,M,1.419,,"BRIDGE ST, RT/SOARNG WY LT",1550,16500,12400,1700,19000,14100,"(39.32024422, -120.157191)"
3,267,,Nevada,M,1.798,,PLACER/NEVADA COUNTY LINE,1700,19000,14100,,,,"(39.316288, -120.1522234)"
3,267,,Placer,,3.76,,NORTH STAR DRIVE,1400,14600,10800,1200,12900,8800,"(39.28704368, -120.1039239)"
3,267,,Placer,,6.23,,MARTIS PEAK ROAD,1200,12900,8800,860,11700,8700,"(39.26726482, -120.0744383)"
3,267,,Placer,,9.28,,"KINGS BEACH, NORTH AVENUE",860,11700,8700,1150,14000,9700,"(39.246785, -120.031028)"
3,267,,Placer,,9.898,,JCT. RTE. 28,1150,14000,9700,,,,"(39.237913, -120.031526)"
3,275,,Sacramento,,0,,SACRAMENTO/YOLO COUNTY LINE,,,,1850,18000,16500,"(38.58047852, -121.5080987)"
3,275,,Yolo,,12.009,,JCT. RTE. 50,,,,1350,11300,9300,"(38.57719886, -121.5257267)"
3,275,,Yolo,,12.039,,"WEST SACRAMENTO, JCT. RTE. 84",1350,11300,9300,1350,11300,9300,"(38.57747114, -121.5252375)"
3,275,,Yolo,,13.077,,SACRAMENTO/YOLO COUNTY LINE,1350,11300,9300,,,,"(38.58047852, -121.5080987)"
3,395,,Sierra,R,0,,NEVADA STATE LINE,,,,990,12000,8000,"(38.68773719, -119.5485718)"
3,395,,Sierra,R,3.124,,SIERRA/LASSEN COUNTY LINE,1250,12000,8000,,,,"(39.70873809, -120.0352617)"
3,505,,Yolo,,0,,SOLANO/YOLO COUNTY LINE,,,,2500,25000,21900,"(38.52568215, -121.9527624)"
3,505,,Yolo,,0.396,,JCT. RTE. 128 WEST,2450,25000,21900,2250,22200,17400,"(38.5314597, -121.9528179)"
3,505,,Yolo,,4.026,,COUNTY ROAD 29A,2150,22200,17400,2100,21800,17300,"(38.58401048, -121.9530339)"
3,505,,Yolo,,6.534,,COUNTY ROAD 27,2100,21800,17300,1900,20000,17000,"(38.62038819, -121.9532645)"
3,505,,Yolo,,10.623,,JCT. RTE. 16,1900,20000,17000,1400,13300,10800,"(38.67959947, -121.9518839)"
3,505,,Yolo,,13.429,,COUNTY ROAD 19 ,1400,13300,10800,1700,11900,9900,"(38.71986599, -121.9586063)"
3,505,,Yolo,,17.447,,COUNTY ROAD 14 ,1700,11900,9900,1500,12700,8800,"(38.777277, -121.94554)"
3,505,,Yolo,,20.125,,COUNTY ROAD 12A,1500,12700,8800,1350,12700,8800,"(38.81565842, -121.9387648)"
3,505,,Yolo,R,22.356,,JCT. RTE. 5,1350,12700,8800,,,,"(38.85471095, -121.9466423)"
4,1,,San Mateo,,0,,SANTA CRUZ/SAN MATEO COUNTY LINE,,,,840,5700,4150,"(37.10766863, -122.2926351)"
4,1,,San Francisco,R,0,,SAN MATEO/SAN FRANCISCO COUNTY LINE,,,,8400,120000,118000,"(37.7082709, -122.4710267)"
4,1,,Marin,,0,,JCT. RTE. 101,,,,3350,32500,31000,"(37.80327851, -122.4694874)"
4,1,,Sonoma,,0,,SONOMA/MARIN COUNTY LINE,,,,190,1150,1050,"(38.31369135, -122.8972257)"
4,1,,San Francisco,R,0.105,,"SAN FRANCISCO, ALEMANY BOULEVARD",8400,120000,118000,7900,113000,111000,"(37.70966695, -122.4710178)"
4,1,,Sonoma,,0.19,,VALLEY FORD ROAD,190,1150,1050,800,5400,4400,"(38.3164212, -122.8965161)"
4,1,,San Francisco,R,0.312,,BROTHERHOOD WAY/STANLEY DRIVE,7900,113000,111000,7400,106000,104000,"(37.7125809, -122.4711182)"
4,1,,Marin,,0.65,,"TAMALPAIS JUNCTION, ALMONTE BOULEVARD",3350,32500,31000,1900,19400,17300,"(37.88213385, -122.524926)"
4,1,,San Francisco,R,0.68,,"SAN FRANCISCO, 19TH AVE/ JUNIPERO SERRA BLVD",7400,106000,104000,5400,77000,74000,"(37.71732194, -122.4725874)"
4,1,,Marin,,1.31,,PINE STREET,1700,18600,16600,1450,15300,13700,"(37.87957652, -122.5350619)"
4,1,,San Francisco,,1.35,,"SAN FRANCISCO, WINSTON DRIVE",5400,75000,74000,5400,75000,74000,"(37.72691952, -122.4747939)"
4,1,,San Francisco,,1.897,,"SAN FRANCISCO, JCT. RTE. 35",5400,75000,74000,5400,75000,74000,"(37.73463533, -122.4750706)"
4,1,,Marin,,1.91,,LORING AVENUE,1300,13600,12100,820,8900,8000,"(37.88611269, -122.5374343)"
4,1,,Sonoma,,2.42,,VALLEY FORD/FREESTONE ROADS,800,5400,4400,710,4800,3900,"(38.32393708, -122.9279843)"
4,1,,San Francisco,,2.87,,"SAN FRANCISCO, QUINTARA STREET",5400,75000,74000,5400,75000,74000,"(37.74865353, -122.475997)"
4,1,,Marin,,3.35,,SOUTH JCT. PANORAMIC HIGHWAY,670,7300,6500,430,3800,3400,"(37.88410552, -122.5537799)"
4,1,,San Francisco,,4.05,,"SAN FRANCISCO, LINCOLN WAY",5400,75000,74000,5000,71000,68000,"(37.76544225, -122.4772672)"
4,1,,San Francisco,,5,,"SAN FRANCISCO, FULTON STREET",5000,71000,68000,5000,71000,68000,"(37.77282813, -122.4716982)"
4,1,,Sonoma,,5.38,,BODEGA HIGHWAY,710,4800,3900,1150,7700,6300,"(38.3371411, -122.9774091)"
4,1,,San Francisco,,5.88,,"SAN FRANCISCO, LAKE STREET",3950,55000,54000,3950,55000,54000,"(37.78632458, -122.4725536)"
4,1,,Marin,,5.92,,MUIR WOODS ROAD,390,3450,3100,490,4300,3850,"(37.8670152, -122.5771691)"
4,1,,San Francisco,,7.077,,JCT. RTE. 101,3950,55000,54000,,,,"(37.80327851, -122.4694874)"
4,1,,Sonoma,,11.07,,BODEGA EASTSHORE ROAD,850,5800,4700,720,4900,4000,"(38.33844433, -123.0474236)"
4,1,,Marin,,12.21,,"PANORAMIC HIGHWAY, NORTH",490,4300,3850,480,4250,3800,"(37.89624146, -122.6366765)"
4,1,,San Mateo,,13.579,,PEBBLE BEACH ROAD (TO PESCADERO),680,4950,3400,1300,8800,6400,"(37.25968215, -122.413204)"
4,1,,Marin,,17.066,,FAIRFAX/BOLINAS ROADS,340,2950,2650,290,2500,2250,"(37.9339688, -122.6954279)"
4,1,,Marin,,17.2,,BOLINAS ROAD,290,2500,2250,310,2750,2450,"(37.93464397, -122.6973947)"
4,1,,San Mateo,,18.189,,JCT. RTE. 84 EAST,1150,8800,6400,920,7600,6000,"(37.32454945, -122.3998643)"
4,1,,Sonoma,,20.1,,JCT. RTE. 116 EAST,540,2900,2250,490,3450,2750,"(38.43705679, -123.1044037)"
4,1,,San Mateo,,20.98,,TUNITAS CREEK ROAD,920,7600,6000,1100,9100,7200,"(37.3587943, -122.3976461)"
4,1,,Sonoma,,21.3,,JENNER,490,3450,2750,500,3500,2800,"(38.45012248, -123.1167495)"
4,1,,San Mateo,,23.06,,MEYN/VERDE ROADS,1100,9100,7200,1150,9400,7400,"(37.3869969, -122.4055765)"
4,1,,San Mateo,,26.432,,MIRAMONTES POINT ROAD,1100,10500,8400,1800,16100,13800,"(37.43135894, -122.4266896)"
4,1,,Marin,,26.509,,"SIR FRANCIS DRAKE BOULEVARD, SOUTH",310,2750,2450,370,3300,2950,"(38.04050849, -122.7877851)"
4,1,,San Mateo,,27.75,,"HALF MOON BAY, MAIN STREET",2250,20200,17300,2100,18700,16000,"(37.45038441, -122.4297946)"
4,1,,Marin,,28.6,,"SIR FRANCIS DRAKE BOULEVARD, NORTH",370,3300,2950,920,4700,4350,"(38.06613209, -122.8049189)"
4,1,,San Mateo,,29.036,,"HALF MOON BAY, JCT. RTE. 92 EAST",2700,32000,30500,2450,29000,27500,"(37.46801468, -122.4335212)"
4,1,,San Mateo,,29.12,,"HALF MOON BAY, MAIN STREET",2450,29000,27500,2850,33500,32000,"(37.46927348, -122.4335616)"
4,1,,Marin,,29.33,,POINT REYES/PETALUMA ROADS,920,4700,4350,380,2250,2100,"(38.07332841, -122.8014221)"
4,1,,San Mateo,,30.225,,FRENCHMANS CREEK ROAD,2500,29500,28000,2500,29500,28000,"(37.48206902, -122.4454042)"
4,1,,Sonoma,R,33.038,,"FORT ROSS, FORT ROSS ROAD",340,2300,1900,330,2250,1850,"(38.51848599, -123.2464097)"
8,177,,Riverside,,27.024,,JCT. RTE. 62,220,1850,1300,,,,"(34.04699874, -115.2197471)"
4,1,,San Mateo,,33.361,,CAPISTRANO/OBISPO ROADS,1800,21500,20400,1550,18900,17700,"(37.50989643, -122.4880979)"
4,1,,San Mateo,,35.334,,VALLEMAR/ETHELDORE STREETS,1750,16100,15100,1850,17300,16200,"(37.52861739, -122.5145051)"
4,1,,Marin,,38.409,,MARSHALL/PETALUMA ROADS,380,2250,2100,240,1400,1300,"(38.16318297, -122.8926143)"
4,1,,San Mateo,,40.752,,"PACIFICA, SAN PEDRO AVENUE",1750,16100,15100,1750,16100,15100,"(37.59352205, -122.5058207)"
4,1,,San Mateo,,40.959,,"PACIFICA, LINDA MAR BOULEVARD",1750,15700,15100,3800,34500,33000,"(37.59597626, -122.503715)"
4,1,,San Mateo,,42.014,,"PACIFICA, ROCKAWAY BEACH AVENUE",4250,38500,37000,5500,50000,48000,"(37.60871538, -122.4951721)"
4,1,,San Mateo,R,42.583,,"PACIFICA, REINA DEL MAR AVENUE (TO VALLEMAR)",5500,50000,48000,5700,52000,49500,"(37.61383202, -122.4870107)"
4,1,,San Mateo,R,43.464,,"PACIFICA, SHARP PARK ROAD",4150,49500,47500,2950,35500,34000,"(37.626045, -122.4876357)"
4,1,,San Mateo,R,43.744,,"PACIFICA, CLAREDON ROAD/ OCEANA BLVD ",2950,35500,34000,2950,35000,33500,"(37.62966275, -122.4892852)"
4,1,,San Mateo,R,44.88,,"PACIFICA, MILAGRA DRIVE",2950,35000,33500,2250,27000,26000,"(37.64585153, -122.4916284)"
4,1,,Marin,,45.36,,TOMALES/PETALUMA ROADS,240,1400,1300,230,1350,1250,"(38.24185285, -122.9051533)"
4,1,,San Mateo,R,45.39,,"PACIFICA, MONTEREY ROAD",2250,27000,26000,3600,42500,41000,"(37.65187379, -122.4901535)"
4,1,,Marin,,45.66,,DILLON BEACH ROAD,230,1350,1250,230,1350,1250,"(38.24627691, -122.9048241)"
4,1,,San Mateo,R,46.722,,"DALY CITY, JCT. RTE. 35",3600,42500,41000,5600,67000,64000,"(37.66844103, -122.4849979)"
4,1,,San Mateo,R,47.272,,"DALY CITY, CLARINADA AVENUE ",5600,67000,64000,6000,72000,69000,"(37.67134038, -122.4762261)"
4,1,,San Mateo,R,47.802,,SOUTH JCT. RTE. 280,6000,72000,69000,6100,73000,70000,"(37.677875, -122.4714101)"
4,1,,Marin,,47.86,,TWO ROCK ROAD,230,1350,1250,190,1150,1050,"(38.27684405, -122.8999803)"
4,1,,Sonoma,,48.112,,STEWARTS POINT/SKAGGS SPRINGS ROAD,280,1950,1600,290,2000,1650,"(38.65191005, -123.3994397)"
4,1,,San Mateo,R,48.359,,NORTH JCT. RTE. 280,6100,73000,70000,7200,103000,101000,"(37.68149872, -122.4713344)"
4,1,,San Mateo,R,48.558,,SAN MATEO/SAN FRANCISCO COUNTY LINE,7200,103000,101000,,,,"(37.7082709, -122.4710267)"
4,1,,Marin,,50.509,,SONOMA/MARIN COUNTY LINE,190,1150,1050,,,,"(38.31369135, -122.8972257)"
4,1,,Sonoma,,58.583,,SONOMA/MENDOCINO COUNTY LINE,340,3350,2850,,,,"(38.7597982, -123.5184323)"
4,4,,Contra Costa,,0,,"HERCULES, JCT. RTE. 80",,,,3250,39000,37500,"(38.01508852, -122.2693392)"
4,4,,Contra Costa,R,0.778,,"HERCULES, WILLOW AVENUE",3250,39000,37500,4000,48000,46500,"(38.01377403, -122.2555534)"
4,4,,Contra Costa,R,5.168,,MC EWEN ROAD,3900,46500,45000,3950,47000,45500,"(38.01500143, -122.1779058)"
4,4,,Contra Costa,R,8.549,,"MARTINEZ, ALHAMBRA BOULEVARD",3950,47000,45500,5300,63000,61000,"(37.99053681, -122.1302641)"
4,4,,Contra Costa,R,9.185,,"MARTINEZ, PINE STREET",5300,63000,61000,5600,67000,65000,"(37.99496717, -122.1201531)"
4,4,,Contra Costa,R,10.33,,"MARTINEZ, MORELLO AVENUE ",5600,67000,65000,6800,82000,79000,"(37.99181285, -122.1009673)"
4,4,,Contra Costa,R,11.126,,MILANO WAY,6800,82000,79000,7600,91000,88000,"(37.99098651, -122.0867311)"
4,4,,Contra Costa,,12.667,,JCT. RTE. 680,7600,91000,88000,5800,84000,82000,"(37.99454587, -122.0697753)"
4,4,,Contra Costa,R,13.65,,SOLANO WAY,5800,84000,82000,5700,82000,80000,"(38.0008457, -122.0533061)"
4,4,,Contra Costa,R,14.668,,"CONCORD, JCT. RTE. 242",5700,82000,80000,6600,95000,93000,"(38.00588164, -122.0360678)"
4,4,,Contra Costa,R,15.424,,"CONCORD, PORT CHICAGO HIGHWAY WEST",6600,95000,93000,10900,156000,153000,"(38.00946903, -122.0230387)"
4,4,,Contra Costa,R,16.834,,WILLOW PASS ROAD,10900,156000,153000,10700,153000,150000,"(38.01350465, -121.9976561)"
4,4,,Contra Costa,R,18.83,,PORT CHICAGO HIGHWAY EAST,10700,153000,150000,9500,136000,133000,"(38.02267399, -121.9647873)"
4,4,,Contra Costa,R,20.102,,BAILEY ROAD,9500,136000,133000,9400,135000,132000,"(38.01877159, -121.9421354)"
4,4,,Contra Costa,,23.049,,"PITTSBURG, RAILROAD AVENUE",9400,135000,132000,8200,118000,115000,"(38.01678788, -121.8895343)"
4,4,,Contra Costa,,24.321,,"PITTSBURG, LOVERIDGE ROAD",8200,118000,115000,7700,110000,108000,"(38.01181375, -121.8672203)"
4,4,,Contra Costa,,26.007,,"ANITOCH, SOMERSVILLE ROAD",7700,110000,108000,8000,114000,112000,"(38.00388578, -121.8378447)"
4,4,,Contra Costa,,26.939,,"ANTIOCH, CONTRA LOMA BOULEVARD",8000,114000,112000,7300,105000,103000,"(37.9993955, -121.8216386)"
4,4,,Contra Costa,,27.294,,"ANTIOCH, G STREET",7300,105000,103000,6900,99000,97000,"(37.9980569, -121.8153999)"
4,4,,Contra Costa,R,27.79,,"ANTIOCH, A STREET/LONETREE",6900,99000,97000,6300,91000,89000,"(37.99808733, -121.8062974)"
4,4,,Contra Costa,R,28.94,,"ANTIOCH, HILLCREST AVENUE",6300,91000,89000,5300,76000,74000,"(37.99610042, -121.7853516)"
4,4,,Contra Costa,R,31.368,,LAUREL ROAD,4150,59000,58000,3650,53000,51000,"(37.98242031, -121.7468824)"
4,4,,Contra Costa,R,32.937,,LONE TREE WAY,3650,53000,51000,3250,47000,46000,"(37.96193228, -121.7425594)"
4,4,,Contra Costa,R,34.253,,SAND CREEK RD,3250,47000,46000,2700,39000,38000,"(37.94382577, -121.741573)"
4,4,,Contra Costa,R,35.598,,BALFOUR ROAD,2600,38000,37000,1500,21400,20900,"(37.92526455, -121.7328783)"
4,4,,Contra Costa,R,36.579,,MARSH CREEK/VASCO RD,1500,21400,20900,700,10100,9900,"(37.91087725, -121.7302178)"
4,4,,Contra Costa,,43.97,,MARSH CREEK ROAD,870,11200,10500,1850,23800,22300,"(37.89640175, -121.6413474)"
4,4,,Contra Costa,R,44.367,,BYRON HIGHWAY,1850,23800,22300,1600,20700,19300,"(37.89043435, -121.6410149)"
4,4,,Contra Costa,,46.46,,DISCOVERY BAY BOULEVARD,1600,20700,19300,750,9100,8400,"(37.89016272, -121.6022355)"
4,4,,Contra Costa,,48.392,,CONTRA COSTA/SAN JOAQUIN COUNTY LINE,750,9100,8400,,,,"(37.89089334, -121.569959)"
4,9,,Santa Clara,,0,,"JCT. RTE. 35, SANTA CRUZ/SANTA CLARA CO LINE",,,,500,3650,3250,"(37.25838712, -122.1222358)"
4,9,,Santa Clara,,4.89,,SANBORN ROAD,500,3650,3250,700,5200,4600,"(37.24889744, -122.0681025)"
4,9,,Santa Clara,,5.71,,"SARATOGA, PIERCE ROAD",580,5200,4600,870,8200,6900,"(37.25239926, -122.058367)"
4,9,,Santa Clara,,7.09,,"SARATOGA, SIXTH STREET",870,8200,6900,930,8800,7400,"(37.25568725, -122.0369793)"
4,9,,Santa Clara,R,7.4,,"SARATOGA, JCT. RTE. 85 NORTH",1450,15400,14800,1050,13600,13200,"(37.25899788, -122.0323566)"
4,9,,Santa Clara,,8.84,,"SARATOGA, FRUITVALE AVENUE",940,11000,10600,1300,15000,14400,"(37.2457295, -122.0137213)"
4,9,,Santa Clara,,9.88,,QUITO ROAD,1250,14600,14000,1700,20000,19200,"(37.23991202, -121.9969653)"
4,9,,Santa Clara,,11.06,,"LOS GATOS, SANTA CRUZ AVENUE",2550,29500,28500,3200,37500,36000,"(37.22895535, -121.9809844)"
4,9,,Santa Clara,,11.448,,"LOS GATOS, JCT. RTE. 17",3200,37500,36000,,,,"(37.22656061, -121.9750854)"
4,12,,Solano,,0,,SOLANO/NAPA COUNTY LINE,,,,3150,37000,35000,"(38.20965618, -122.2040451)"
4,12,,Napa,,0,,"JCT. RTE. 29, NAPA, SOUTH",,,,2500,31000,27500,"(38.22316148, -122.2578783)"
4,12,,Napa,,0.24,,KELLY ROAD,2500,31000,27500,3300,39000,36500,"(38.22260402, -122.2533057)"
4,12,,Solano,L,1.801,,JCT. RTE. 80,3150,37000,35000,3750,34000,32500,"(38.23927239, -122.0924009)"
4,12,,Solano,L,3.206,,"FAIRFIELD, BECK AVENUE",3750,34000,32500,4400,39500,38000,"(38.24024392, -122.0663535)"
4,12,,Napa,,3.314,,SOLANO/NAPA COUNTY LINE,3150,37000,35000,,,,"(38.20965618, -122.2040451)"
4,12,,Solano,R,4.072,,PENNSYLVANIA AVENUE,4500,40500,39000,5100,46000,44000,"(38.24117329, -122.0505676)"
4,12,,Solano,R,5.15,,MARINA BOULEVARD ,5100,46000,44000,4400,39500,38000,"(38.24445668, -122.0314461)"
4,12,,Solano,,5.76,,GRIZZLY ISLAND ROAD/ SUNSET AVENUE,4400,39500,38000,3750,34000,32500,"(38.2435106, -122.0203682)"
4,12,,Solano,,7.16,,SCANDIA ROAD/LAWLER RANCH,2750,24600,23600,1750,17300,15300,"(38.24281408, -121.9948746)"
4,12,,Solano,,8.89,,SCALLY ROAD,1750,17300,15300,1500,14500,12800,"(38.22849257, -121.9691954)"
4,12,,Sonoma,,9.23,,"SEBASTOPOL, JCT. RTE. 116",,,,1950,29000,24000,"(38.402103, -122.824188)"
4,12,,Sonoma,,9.54,,SEBASTOPOL EAST CITY LIMITS,1800,23300,22500,1800,23300,22500,"(38.40291941, -122.8189942)"
